order_id,customer_id,order_date,payment_method,order_status
ORD00010034,CUST004936,2024-12-03,Buy Now Pay Later,Completed
ORD00010035,CUST008598,2024-03-24,Bank Transfer,Completed
ORD00010036,CUST002038,2024-10-22,Debit Card,Completed
ORD00010037,CUST008973,2024-01-20,Google Pay,Completed
ORD00010038,CUST005029,2024-08-31,Buy Now Pay Later,Completed
ORD00010039,CUST006559,2024-05-12,PayPal,Shipped
ORD00010040,CUST005520,2024-10-17,Credit Card,Completed
ORD00010041,CUST002284,2024-08-05,PayPal,Completed
ORD00010042,CUST005523,2024-12-27,Google Pay,Completed
ORD00010043,CUST000313,2024-11-12,Buy Now Pay Later,Completed
ORD00010044,CUST002425,2024-05-16,Credit Card,Completed
ORD00010045,CUST005544,2024-02-24,PayPal,Completed
ORD00010046,CUST009459,2024-05-20,Bank Transfer,Completed
ORD00010047,CUST005003,2024-01-16,Debit Card,Completed
ORD00010048,CUST001858,2024-08-12,Buy Now Pay Later,Completed
ORD00010049,CUST001416,2024-11-06,Buy Now Pay Later,Completed
ORD00010050,CUST009509,2024-06-24,Apple Pay,Completed
ORD00010051,CUST008990,2024-03-15,PayPal,Completed
ORD00010052,CUST009676,2024-02-18,PayPal,Shipped
ORD00010053,CUST000878,2024-05-03,Bank Transfer,Completed
ORD00010054,CUST007248,2024-02-06,Debit Card,Completed
ORD00010055,CUST002168,2024-12-04,Buy Now Pay Later,Completed
ORD00010056,CUST006388,2024-01-10,Google Pay,Completed
ORD00010057,CUST001560,2024-06-22,PayPal,Completed
ORD00010058,CUST005614,2024-08-31,Bank Transfer,Completed
ORD00010059,CUST002060,2024-06-01,Buy Now Pay Later,Completed
ORD00010060,CUST001256,2024-01-12,Apple Pay,Completed
ORD00010061,CUST008657,2024-01-16,Debit Card,Completed
ORD00010062,CUST004492,2024-09-06,Bank Transfer,Completed
ORD00010063,CUST002113,2024-11-22,Credit Card,Completed
ORD00010064,CUST004680,2024-06-26,Bank Transfer,Completed
ORD00010065,CUST005932,2024-04-22,Google Pay,Completed
ORD00010066,CUST003811,2024-02-01,Apple Pay,Completed
ORD00010067,CUST005423,2024-04-16,Buy Now Pay Later,Completed
ORD00010068,CUST003993,2024-11-09,Credit Card,Completed
ORD00010069,CUST001256,2024-02-08,PayPal,Completed
ORD00010070,CUST008275,2024-06-19,Credit Card,Processing
ORD00010071,CUST007506,2024-10-16,Credit Card,Completed
ORD00010072,CUST004361,2024-09-06,Bank Transfer,Completed
ORD00010073,CUST005128,2024-01-16,Google Pay,Processing
ORD00010074,CUST005647,2024-03-29,Bank Transfer,Completed
ORD00010075,CUST009642,2024-06-09,Debit Card,Completed
ORD00010076,CUST008370,2024-11-25,Google Pay,Completed
ORD00010077,CUST006014,2024-03-30,Debit Card,Completed
ORD00010078,CUST005742,2024-11-14,Credit Card,Completed
ORD00010079,CUST007413,2024-06-09,Bank Transfer,Completed
ORD00010080,CUST002943,2024-01-29,Buy Now Pay Later,Completed
ORD00010081,CUST008686,2024-04-10,Bank Transfer,Completed
ORD00010082,CUST008640,2024-01-24,Buy Now Pay Later,Completed
ORD00010083,CUST001321,2024-11-27,PayPal,Completed
ORD00010084,CUST002326,2024-03-23,Bank Transfer,Completed
ORD00010085,CUST006245,2024-10-17,PayPal,Completed
ORD00010086,CUST009108,2024-05-23,Google Pay,Completed
ORD00010087,CUST008920,2024-02-12,Credit Card,Completed
ORD00010088,CUST002498,2024-12-15,Debit Card,Completed
ORD00010089,CUST009851,2024-10-30,Apple Pay,Completed
ORD00010090,CUST000018,2024-01-28,Google Pay,Completed
ORD00010091,CUST003343,2024-10-01,PayPal,Completed
ORD00010092,CUST005916,2024-12-14,PayPal,Completed
ORD00010093,CUST003595,2024-10-29,Credit Card,Completed
ORD00010094,CUST000070,2024-09-05,PayPal,Completed
ORD00010095,CUST003067,2024-11-19,PayPal,Completed
ORD00010096,CUST003099,2024-06-01,PayPal,Completed
ORD00010097,CUST001424,2024-03-21,Credit Card,Completed
ORD00010098,CUST002742,2024-02-11,Google Pay,Completed
ORD00010099,CUST002821,2024-07-18,PayPal,Completed
ORD00010100,CUST003848,2024-07-08,Bank Transfer,Completed
ORD00010101,CUST002653,2024-08-02,Bank Transfer,Completed
ORD00010102,CUST005389,2024-02-08,Credit Card,Processing
ORD00010103,CUST009723,2024-03-31,Buy Now Pay Later,Completed
ORD00010104,CUST009713,2024-06-07,Credit Card,Completed
ORD00010105,CUST004426,2024-01-04,Debit Card,Completed
ORD00010106,CUST008953,2024-11-25,PayPal,Completed
ORD00010107,CUST007551,2024-05-03,Buy Now Pay Later,Completed
ORD00010108,CUST007552,2024-10-16,Buy Now Pay Later,Completed
ORD00010109,CUST004867,2024-04-12,PayPal,Completed
ORD00010110,CUST009126,2024-10-24,Apple Pay,Completed
ORD00010111,CUST001222,2024-12-30,Buy Now Pay Later,Cancelled
ORD00010112,CUST006112,2024-04-24,Apple Pay,Completed
ORD00010113,CUST001102,2024-01-29,Google Pay,Completed
ORD00010114,CUST002378,2024-03-14,PayPal,Completed
ORD00010115,CUST001913,2024-04-16,Buy Now Pay Later,Completed
ORD00010116,CUST008279,2024-05-13,Credit Card,Completed
ORD00010117,CUST007516,2024-02-01,Google Pay,Completed
ORD00010118,CUST005465,2024-03-01,Apple Pay,Completed
ORD00010119,CUST007404,2024-12-27,Google Pay,Completed
ORD00010120,CUST009935,2024-12-17,PayPal,Completed
ORD00010121,CUST005752,2024-05-03,Bank Transfer,Completed
ORD00010122,CUST006898,2024-08-05,Debit Card,Completed
ORD00010123,CUST008754,2024-03-23,Credit Card,Completed
ORD00010124,CUST004939,2024-02-19,PayPal,Completed
ORD00010125,CUST008328,2024-05-29,Google Pay,Shipped
ORD00010126,CUST004798,2024-03-03,PayPal,Completed
ORD00010127,CUST006113,2024-05-22,PayPal,Completed
ORD00010128,CUST002186,2024-08-11,PayPal,Completed
ORD00010129,CUST001273,2024-05-03,Buy Now Pay Later,Completed
ORD00010130,CUST008990,2024-07-22,Debit Card,Completed
ORD00010131,CUST001003,2024-01-27,Apple Pay,Shipped
ORD00010132,CUST006734,2024-12-07,Credit Card,Completed
ORD00010133,CUST000927,2024-05-21,PayPal,Completed
ORD00010134,CUST001622,2024-09-20,Google Pay,Completed
ORD00010135,CUST008391,2024-03-23,Buy Now Pay Later,Completed
ORD00010136,CUST008980,2024-07-03,Buy Now Pay Later,Completed
ORD00010137,CUST004587,2024-08-08,Apple Pay,Completed
ORD00010138,CUST001580,2024-01-28,Credit Card,Completed
ORD00010139,CUST003246,2024-04-24,Buy Now Pay Later,Completed
ORD00010140,CUST009062,2024-01-03,Buy Now Pay Later,Completed
ORD00010141,CUST008512,2024-10-16,Google Pay,Processing
ORD00010142,CUST006739,2024-04-10,Bank Transfer,Completed
ORD00010143,CUST007821,2024-05-31,Credit Card,Completed
ORD00010144,CUST009752,2024-04-15,Debit Card,Completed
ORD00010145,CUST004276,2024-10-05,Debit Card,Completed
ORD00010146,CUST006621,2024-06-16,Apple Pay,Completed
ORD00010147,CUST002365,2024-08-20,Debit Card,Completed
ORD00010148,CUST005934,2024-01-30,Apple Pay,Cancelled
ORD00010149,CUST004211,2024-09-05,Google Pay,Completed
ORD00010150,CUST008356,2024-03-19,PayPal,Completed
ORD00010151,CUST000991,2024-04-14,Google Pay,Completed
ORD00010152,CUST007413,2024-04-14,Bank Transfer,Completed
ORD00010153,CUST003841,2024-08-28,Bank Transfer,Completed
ORD00010154,CUST000828,2024-06-11,PayPal,Shipped
ORD00010155,CUST005761,2024-11-28,Buy Now Pay Later,Completed
ORD00010156,CUST007769,2024-06-28,Buy Now Pay Later,Completed
ORD00010157,CUST008779,2024-04-28,Buy Now Pay Later,Completed
ORD00010158,CUST001186,2024-10-25,Buy Now Pay Later,Completed
ORD00010159,CUST000802,2024-03-18,Debit Card,Completed
ORD00010160,CUST007665,2024-06-29,Bank Transfer,Completed
ORD00010161,CUST008687,2024-12-02,Apple Pay,Completed
ORD00010162,CUST007173,2024-06-28,Bank Transfer,Completed
ORD00010163,CUST003829,2024-12-02,Bank Transfer,Completed
ORD00010164,CUST000948,2024-03-28,Apple Pay,Completed
ORD00010165,CUST007781,2024-01-07,Credit Card,Processing
ORD00010166,CUST003460,2024-09-21,PayPal,Completed
ORD00010167,CUST005811,2024-10-12,Bank Transfer,Completed
ORD00010168,CUST004334,2024-04-29,Buy Now Pay Later,Completed
ORD00010169,CUST002317,2024-12-02,Credit Card,Completed
ORD00010170,CUST001628,2024-08-10,Credit Card,Processing
ORD00010171,CUST004334,2024-10-15,Apple Pay,Completed
ORD00010172,CUST008187,2024-04-30,Buy Now Pay Later,Completed
ORD00010173,CUST004582,2024-01-09,Apple Pay,Completed
ORD00010174,CUST003237,2024-06-08,Debit Card,Completed
ORD00010175,CUST002941,2024-01-24,PayPal,Completed
ORD00010176,CUST003940,2024-10-23,Bank Transfer,Completed
ORD00010177,CUST006406,2024-07-12,Apple Pay,Completed
ORD00010178,CUST009070,2024-12-02,PayPal,Completed
ORD00010179,CUST008285,2024-11-02,Buy Now Pay Later,Completed
ORD00010180,CUST003534,2024-02-05,Debit Card,Processing
ORD00010181,CUST008959,2024-02-25,PayPal,Completed
ORD00010182,CUST005705,2024-11-12,Credit Card,Processing
ORD00010183,CUST002960,2024-03-03,Buy Now Pay Later,Completed
ORD00010184,CUST001031,2024-03-23,PayPal,Completed
ORD00010185,CUST003965,2024-12-01,Google Pay,Completed
ORD00010186,CUST001033,2024-08-06,Credit Card,Completed
ORD00010187,CUST003722,2024-05-28,PayPal,Completed
ORD00010188,CUST002853,2024-06-28,Buy Now Pay Later,Completed
ORD00010189,CUST000648,2024-04-18,Buy Now Pay Later,Completed
ORD00010190,CUST007041,2024-10-22,Apple Pay,Completed
ORD00010191,CUST003812,2024-06-23,PayPal,Completed
ORD00010192,CUST003453,2024-03-04,Google Pay,Completed
ORD00010193,CUST001272,2024-05-04,Bank Transfer,Processing
ORD00010194,CUST008028,2024-12-14,Debit Card,Completed
ORD00010195,CUST006432,2024-10-07,Apple Pay,Completed
ORD00010196,CUST003305,2024-12-30,Debit Card,Completed
ORD00010197,CUST001913,2024-05-20,PayPal,Completed
ORD00010198,CUST004773,2024-02-26,Google Pay,Completed
ORD00010199,CUST002105,2024-02-28,PayPal,Completed
ORD00010200,CUST008950,2024-03-14,Bank Transfer,Completed
ORD00010201,CUST001418,2024-07-28,Buy Now Pay Later,Completed
ORD00010202,CUST003559,2024-10-01,Google Pay,Completed
ORD00010203,CUST009439,2024-03-22,Apple Pay,Completed
ORD00010204,CUST009834,2024-08-08,Debit Card,Completed
ORD00010205,CUST003132,2024-11-09,Credit Card,Completed
ORD00010206,CUST004089,2024-01-18,Apple Pay,Completed
ORD00010207,CUST002006,2024-01-31,PayPal,Shipped
ORD00010208,CUST002135,2024-09-08,Google Pay,Completed
ORD00010209,CUST007377,2024-08-19,Credit Card,Completed
ORD00010210,CUST009754,2024-07-17,Google Pay,Completed
ORD00010211,CUST002302,2024-07-29,Debit Card,Completed
ORD00010212,CUST000538,2024-04-19,Credit Card,Completed
ORD00010213,CUST000002,2024-02-04,Apple Pay,Processing
ORD00010214,CUST009599,2024-05-24,Debit Card,Completed
ORD00010215,CUST001835,2024-03-16,Debit Card,Completed
ORD00010216,CUST007480,2024-05-03,Buy Now Pay Later,Completed
ORD00010217,CUST002822,2024-05-23,Bank Transfer,Completed
ORD00010218,CUST008605,2024-06-25,PayPal,Completed
ORD00010219,CUST005241,2024-03-11,Credit Card,Completed
ORD00010220,CUST000324,2024-04-18,PayPal,Completed
ORD00010221,CUST009662,2024-05-23,Credit Card,Completed
ORD00010222,CUST003684,2024-07-02,Google Pay,Completed
ORD00010223,CUST000273,2024-08-27,PayPal,Shipped
ORD00010224,CUST001774,2024-09-20,Google Pay,Returned
ORD00010225,CUST001998,2024-06-13,Apple Pay,Completed
ORD00010226,CUST009964,2024-09-05,Buy Now Pay Later,Completed
ORD00010227,CUST008034,2024-10-15,Credit Card,Completed
ORD00010228,CUST007035,2024-09-08,Debit Card,Processing
ORD00010229,CUST001295,2024-09-20,Apple Pay,Processing
ORD00010230,CUST004566,2024-07-27,Google Pay,Completed
ORD00010231,CUST000631,2024-08-05,PayPal,Completed
ORD00010232,CUST005217,2024-09-11,Apple Pay,Completed
ORD00010233,CUST001014,2024-02-28,Apple Pay,Completed
ORD00010234,CUST009217,2024-12-15,Debit Card,Completed
ORD00010235,CUST002635,2024-04-09,Apple Pay,Completed
ORD00010236,CUST005484,2024-05-04,PayPal,Completed
ORD00010237,CUST007390,2024-05-17,Credit Card,Completed
ORD00010238,CUST002450,2024-09-08,Google Pay,Completed
ORD00010239,CUST009367,2024-12-18,Apple Pay,Completed
ORD00010240,CUST007990,2024-11-02,Buy Now Pay Later,Completed
ORD00010241,CUST000504,2024-12-20,Buy Now Pay Later,Completed
ORD00010242,CUST001422,2024-11-06,Buy Now Pay Later,Completed
ORD00010243,CUST009297,2024-03-22,Bank Transfer,Completed
ORD00010244,CUST000291,2024-08-30,Bank Transfer,Completed
ORD00010245,CUST007583,2024-05-18,Debit Card,Completed
ORD00010246,CUST003642,2024-09-12,Credit Card,Completed
ORD00010247,CUST003328,2024-06-08,Buy Now Pay Later,Completed
ORD00010248,CUST009530,2024-04-25,Bank Transfer,Completed
ORD00010249,CUST004835,2024-05-11,Buy Now Pay Later,Shipped
ORD00010250,CUST000869,2024-08-26,Bank Transfer,Completed
ORD00010251,CUST001108,2024-04-23,Buy Now Pay Later,Completed
ORD00010252,CUST008566,2024-06-02,Debit Card,Completed
ORD00010253,CUST007224,2024-11-08,Credit Card,Completed
ORD00010254,CUST004805,2024-01-06,Debit Card,Completed
ORD00010255,CUST003472,2024-06-15,Debit Card,Completed
ORD00010256,CUST008270,2024-12-04,Bank Transfer,Completed
ORD00010257,CUST009247,2024-11-01,Google Pay,Completed
ORD00010258,CUST002835,2024-11-05,Google Pay,Completed
ORD00010259,CUST006014,2024-05-04,Debit Card,Completed
ORD00010260,CUST003174,2024-08-18,PayPal,Completed
ORD00010261,CUST008806,2024-12-27,PayPal,Completed
ORD00010262,CUST000677,2024-05-22,Bank Transfer,Completed
ORD00010263,CUST009160,2024-01-26,PayPal,Completed
ORD00010264,CUST006956,2024-01-07,Apple Pay,Completed
ORD00010265,CUST002228,2024-01-11,Bank Transfer,Completed
ORD00010266,CUST007359,2024-06-17,Bank Transfer,Completed
ORD00010267,CUST000863,2024-07-08,Buy Now Pay Later,Completed
ORD00010268,CUST006549,2024-08-15,Bank Transfer,Completed
ORD00010269,CUST006675,2024-01-27,PayPal,Completed
ORD00010270,CUST003866,2024-03-31,Credit Card,Completed
ORD00010271,CUST007081,2024-06-21,Buy Now Pay Later,Completed
ORD00010272,CUST003763,2024-08-09,Apple Pay,Completed
ORD00010273,CUST001951,2024-08-03,Google Pay,Completed
ORD00010274,CUST005399,2024-07-31,Google Pay,Completed
ORD00010275,CUST007854,2024-09-30,Google Pay,Completed
ORD00010276,CUST007584,2024-10-23,PayPal,Completed
ORD00010277,CUST006008,2024-11-19,Debit Card,Completed
ORD00010278,CUST006823,2024-09-04,Bank Transfer,Completed
ORD00010279,CUST004260,2024-06-23,Apple Pay,Completed
ORD00010280,CUST000631,2024-05-28,Apple Pay,Completed
ORD00010281,CUST005506,2024-09-02,Bank Transfer,Completed
ORD00010282,CUST003265,2024-02-08,Bank Transfer,Completed
ORD00010283,CUST006691,2024-05-28,Google Pay,Completed
ORD00010284,CUST000024,2024-10-03,Google Pay,Completed
ORD00010285,CUST008295,2024-02-16,PayPal,Processing
ORD00010286,CUST003662,2024-10-28,Debit Card,Completed
ORD00010287,CUST002271,2024-10-20,Apple Pay,Completed
ORD00010288,CUST000486,2024-12-06,Google Pay,Completed
ORD00010289,CUST003610,2024-04-11,Credit Card,Completed
ORD00010290,CUST004625,2024-12-06,Bank Transfer,Completed
ORD00010291,CUST003591,2024-03-06,Buy Now Pay Later,Completed
ORD00010292,CUST006974,2024-05-27,Google Pay,Completed
ORD00010293,CUST007516,2024-03-01,Google Pay,Completed
ORD00010294,CUST002937,2024-05-03,Credit Card,Completed
ORD00010295,CUST007063,2024-06-05,PayPal,Completed
ORD00010296,CUST004804,2024-07-28,Credit Card,Completed
ORD00010297,CUST009025,2024-05-12,Credit Card,Completed
ORD00010298,CUST004017,2024-04-05,PayPal,Completed
ORD00010299,CUST007480,2024-11-08,Credit Card,Completed
ORD00010300,CUST004621,2024-03-26,PayPal,Completed
ORD00010301,CUST002568,2024-04-28,Bank Transfer,Shipped
ORD00010302,CUST004212,2024-12-29,Credit Card,Completed
ORD00010303,CUST001678,2024-02-09,Debit Card,Completed
ORD00010304,CUST006828,2024-05-01,Credit Card,Completed
ORD00010305,CUST002615,2024-04-27,Google Pay,Completed
ORD00010306,CUST007534,2024-06-29,Credit Card,Completed
ORD00010307,CUST000582,2024-11-06,Apple Pay,Completed
ORD00010308,CUST002481,2024-02-04,Apple Pay,Completed
ORD00010309,CUST005250,2024-11-25,Google Pay,Completed
ORD00010310,CUST008171,2024-10-29,Google Pay,Completed
ORD00010311,CUST000324,2024-10-09,Debit Card,Completed
ORD00010312,CUST000269,2024-11-09,PayPal,Completed
ORD00010313,CUST002722,2024-11-15,Buy Now Pay Later,Completed
ORD00010314,CUST008992,2024-11-20,Google Pay,Completed
ORD00010315,CUST002197,2024-10-17,Buy Now Pay Later,Completed
ORD00010316,CUST001119,2024-06-01,Apple Pay,Completed
ORD00010317,CUST006040,2024-05-29,Credit Card,Completed
ORD00010318,CUST006647,2024-09-11,Apple Pay,Completed
ORD00010319,CUST004580,2024-01-14,Debit Card,Completed
ORD00010320,CUST000523,2024-11-25,Bank Transfer,Completed
ORD00010321,CUST007106,2024-12-11,Buy Now Pay Later,Completed
ORD00010322,CUST001063,2024-10-29,Buy Now Pay Later,Completed
ORD00010323,CUST004079,2024-07-25,Debit Card,Completed
ORD00010324,CUST006815,2024-02-16,Debit Card,Completed
ORD00010325,CUST005699,2024-05-19,Bank Transfer,Completed
ORD00010326,CUST002862,2024-02-29,PayPal,Completed
ORD00010327,CUST007977,2024-07-15,Debit Card,Completed
ORD00010328,CUST009063,2024-02-27,Credit Card,Completed
ORD00010329,CUST007063,2024-06-30,Credit Card,Completed
ORD00010330,CUST008117,2024-01-21,Debit Card,Completed
ORD00010331,CUST002741,2024-10-07,PayPal,Completed
ORD00010332,CUST005412,2024-02-18,PayPal,Completed
ORD00010333,CUST000448,2024-05-24,PayPal,Completed
ORD00010334,CUST002874,2024-01-05,Credit Card,Shipped
ORD00010335,CUST001995,2024-05-10,Credit Card,Processing
ORD00010336,CUST006734,2024-05-03,Debit Card,Completed
ORD00010337,CUST003621,2024-04-09,Credit Card,Completed
ORD00010338,CUST002300,2024-06-22,Bank Transfer,Completed
ORD00010339,CUST004646,2024-02-19,Debit Card,Completed
ORD00010340,CUST000522,2024-05-01,Buy Now Pay Later,Completed
ORD00010341,CUST009005,2024-01-16,Apple Pay,Completed
ORD00010342,CUST002016,2024-11-21,PayPal,Completed
ORD00010343,CUST004334,2024-04-02,PayPal,Completed
ORD00010344,CUST006739,2024-12-26,Buy Now Pay Later,Completed
ORD00010345,CUST006032,2024-10-22,Buy Now Pay Later,Completed
ORD00010346,CUST001644,2024-07-26,Bank Transfer,Completed
ORD00010347,CUST005129,2024-12-28,Credit Card,Completed
ORD00010348,CUST000183,2024-08-22,Apple Pay,Completed
ORD00010349,CUST000330,2024-04-23,Buy Now Pay Later,Completed
ORD00010350,CUST004010,2024-08-09,PayPal,Completed
ORD00010351,CUST003378,2024-10-18,Buy Now Pay Later,Completed
ORD00010352,CUST009088,2024-08-30,Bank Transfer,Completed
ORD00010353,CUST001896,2024-08-12,Buy Now Pay Later,Completed
ORD00010354,CUST000419,2024-08-20,Apple Pay,Completed
ORD00010355,CUST000640,2024-04-10,PayPal,Completed
ORD00010356,CUST001493,2024-09-09,Buy Now Pay Later,Completed
ORD00010357,CUST002135,2024-05-22,Credit Card,Completed
ORD00010358,CUST005872,2024-03-25,PayPal,Completed
ORD00010359,CUST007886,2024-09-22,Buy Now Pay Later,Completed
ORD00010360,CUST005764,2024-08-14,Apple Pay,Completed
ORD00010361,CUST000261,2024-08-26,Credit Card,Completed
ORD00010362,CUST001428,2024-01-14,Debit Card,Completed
ORD00010363,CUST006221,2024-07-18,Credit Card,Completed
ORD00010364,CUST008927,2024-04-04,Bank Transfer,Completed
ORD00010365,CUST007441,2024-02-14,Credit Card,Completed
ORD00010366,CUST008776,2024-04-25,Google Pay,Completed
ORD00010367,CUST001781,2024-11-12,Debit Card,Completed
ORD00010368,CUST009584,2024-06-13,Buy Now Pay Later,Completed
ORD00010369,CUST004077,2024-08-22,Bank Transfer,Completed
ORD00010370,CUST004170,2024-08-01,Debit Card,Completed
ORD00010371,CUST004817,2024-08-24,Credit Card,Completed
ORD00010372,CUST007215,2024-01-11,Debit Card,Completed
ORD00010373,CUST002143,2024-09-20,PayPal,Completed
ORD00010374,CUST008694,2024-03-16,Buy Now Pay Later,Completed
ORD00010375,CUST008487,2024-10-18,Bank Transfer,Completed
ORD00010376,CUST004149,2024-10-26,Google Pay,Completed
ORD00010377,CUST002529,2024-10-13,Google Pay,Completed
ORD00010378,CUST003513,2024-05-07,Apple Pay,Completed
ORD00010379,CUST003956,2024-11-13,Bank Transfer,Completed
ORD00010380,CUST003292,2024-05-25,PayPal,Completed
ORD00010381,CUST002031,2024-11-28,Google Pay,Completed
ORD00010382,CUST001152,2024-11-12,PayPal,Completed
ORD00010383,CUST004454,2024-02-26,Debit Card,Completed
ORD00010384,CUST000078,2024-04-08,Bank Transfer,Completed
ORD00010385,CUST008623,2024-08-08,PayPal,Completed
ORD00010386,CUST008147,2024-05-21,Google Pay,Completed
ORD00010387,CUST004982,2024-11-06,Debit Card,Completed
ORD00010388,CUST006199,2024-01-31,Bank Transfer,Completed
ORD00010389,CUST003989,2024-06-28,Bank Transfer,Completed
ORD00010390,CUST001917,2024-10-07,Debit Card,Completed
ORD00010391,CUST001730,2024-03-23,Google Pay,Completed
ORD00010392,CUST005269,2024-07-09,Bank Transfer,Completed
ORD00010393,CUST002600,2024-12-01,PayPal,Completed
ORD00010394,CUST003381,2024-06-20,Apple Pay,Completed
ORD00010395,CUST006228,2024-04-24,Google Pay,Completed
ORD00010396,CUST000456,2024-04-29,Buy Now Pay Later,Completed
ORD00010397,CUST001042,2024-10-02,Bank Transfer,Completed
ORD00010398,CUST003265,2024-09-17,Bank Transfer,Completed
ORD00010399,CUST005772,2024-05-14,Bank Transfer,Completed
ORD00010400,CUST006347,2024-09-18,PayPal,Shipped
ORD00010401,CUST001998,2024-02-26,Apple Pay,Processing
ORD00010402,CUST009723,2024-05-15,Bank Transfer,Completed
ORD00010403,CUST005704,2024-07-01,Buy Now Pay Later,Completed
ORD00010404,CUST006812,2024-04-10,PayPal,Completed
ORD00010405,CUST001430,2024-08-04,Apple Pay,Completed
ORD00010406,CUST008245,2024-05-08,Apple Pay,Completed
ORD00010407,CUST009206,2024-10-21,Debit Card,Completed
ORD00010408,CUST004587,2024-10-02,Debit Card,Completed
ORD00010409,CUST000056,2024-12-10,Buy Now Pay Later,Completed
ORD00010410,CUST002494,2024-08-11,Credit Card,Completed
ORD00010411,CUST008212,2024-09-27,Buy Now Pay Later,Completed
ORD00010412,CUST008765,2024-08-24,PayPal,Completed
ORD00010413,CUST002523,2024-01-12,Bank Transfer,Completed
ORD00010414,CUST006519,2024-02-25,Credit Card,Completed
ORD00010415,CUST006199,2024-11-18,Debit Card,Shipped
ORD00010416,CUST001374,2024-09-14,Bank Transfer,Completed
ORD00010417,CUST003312,2024-03-31,Apple Pay,Completed
ORD00010418,CUST004585,2024-07-01,Apple Pay,Completed
ORD00010419,CUST000575,2024-08-26,PayPal,Completed
ORD00010420,CUST005376,2024-10-13,Bank Transfer,Completed
ORD00010421,CUST007296,2024-10-31,Google Pay,Completed
ORD00010422,CUST006425,2024-03-30,Google Pay,Completed
ORD00010423,CUST000458,2024-08-06,Apple Pay,Completed
ORD00010424,CUST003441,2024-09-03,PayPal,Completed
ORD00010425,CUST003633,2024-06-07,Google Pay,Shipped
ORD00010426,CUST000202,2024-09-26,Buy Now Pay Later,Completed
ORD00010427,CUST008145,2024-01-02,Debit Card,Completed
ORD00010428,CUST002016,2024-08-20,Bank Transfer,Completed
ORD00010429,CUST008391,2024-04-08,Buy Now Pay Later,Shipped
ORD00010430,CUST002453,2024-12-28,Apple Pay,Completed
ORD00010431,CUST006687,2024-06-14,Apple Pay,Completed
ORD00010432,CUST002596,2024-11-10,Apple Pay,Completed
ORD00010433,CUST007089,2024-04-13,Buy Now Pay Later,Shipped
ORD00010434,CUST002452,2024-11-25,Credit Card,Completed
ORD00010435,CUST003839,2024-10-07,Buy Now Pay Later,Completed
ORD00010436,CUST008275,2024-07-02,Debit Card,Completed
ORD00010437,CUST008047,2024-06-03,Google Pay,Completed
ORD00010438,CUST001584,2024-07-12,PayPal,Completed
ORD00010439,CUST000522,2024-04-14,Google Pay,Completed
ORD00010440,CUST000681,2024-01-15,Bank Transfer,Completed
ORD00010441,CUST006505,2024-05-11,Google Pay,Completed
ORD00010442,CUST009929,2024-12-26,Google Pay,Completed
ORD00010443,CUST001014,2024-11-30,PayPal,Cancelled
ORD00010444,CUST001541,2024-12-29,Debit Card,Completed
ORD00010445,CUST009567,2024-12-17,PayPal,Completed
ORD00010446,CUST002494,2024-02-17,Google Pay,Completed
ORD00010447,CUST008230,2024-09-26,PayPal,Completed
ORD00010448,CUST007104,2024-05-18,Google Pay,Completed
ORD00010449,CUST005444,2024-10-23,Debit Card,Completed
ORD00010450,CUST006073,2024-09-26,Google Pay,Completed
ORD00010451,CUST004239,2024-12-04,Credit Card,Completed
ORD00010452,CUST004443,2024-12-17,Google Pay,Completed
ORD00010453,CUST007064,2024-03-09,PayPal,Completed
ORD00010454,CUST008294,2024-01-20,PayPal,Completed
ORD00010455,CUST002407,2024-06-13,Buy Now Pay Later,Completed
ORD00010456,CUST005691,2024-10-06,Bank Transfer,Completed
ORD00010457,CUST005793,2024-12-25,Credit Card,Completed
ORD00010458,CUST000952,2024-04-27,Buy Now Pay Later,Completed
ORD00010459,CUST005720,2024-03-31,Bank Transfer,Completed
ORD00010460,CUST001374,2024-06-06,Credit Card,Completed
ORD00010461,CUST007003,2024-10-19,Debit Card,Completed
ORD00010462,CUST009867,2024-08-11,Debit Card,Completed
ORD00010463,CUST007545,2024-03-04,Credit Card,Completed
ORD00010464,CUST000143,2024-05-16,Bank Transfer,Completed
ORD00010465,CUST002778,2024-10-26,Google Pay,Completed
ORD00010466,CUST005647,2024-03-16,Credit Card,Completed
ORD00010467,CUST005521,2024-11-16,Google Pay,Completed
ORD00010468,CUST006027,2024-07-23,Bank Transfer,Completed
ORD00010469,CUST007064,2024-08-22,Google Pay,Processing
ORD00010470,CUST007830,2024-11-07,Bank Transfer,Processing
ORD00010471,CUST004432,2024-06-16,Apple Pay,Completed
ORD00010472,CUST005128,2024-03-03,Debit Card,Completed
ORD00010473,CUST006999,2024-12-05,Debit Card,Completed
ORD00010474,CUST007939,2024-09-15,Apple Pay,Completed
ORD00010475,CUST004274,2024-08-09,Debit Card,Completed
ORD00010476,CUST009910,2024-06-21,Debit Card,Completed
ORD00010477,CUST005897,2024-03-22,Google Pay,Completed
ORD00010478,CUST002460,2024-09-21,Credit Card,Completed
ORD00010479,CUST001791,2024-03-02,Apple Pay,Completed
ORD00010480,CUST004145,2024-06-15,Buy Now Pay Later,Completed
ORD00010481,CUST007437,2024-12-23,Credit Card,Completed
ORD00010482,CUST006376,2024-03-19,Buy Now Pay Later,Completed
ORD00010483,CUST003369,2024-08-17,Google Pay,Completed
